index,repo_name,code-smells_ncloc,bug-fix-commits_ratio,avg_bug-issue_time,cognitive-complexity_ncloc
33,strongloop/strong-pm,0.024381625,0.116504854,5265945.429,0.086572438
34,zulip/zulip-mobile,0.005391737,0.103982584,4403057.986,0.036989823
35,gbraadnl/gauth,0.082144501,0.04137931,3434227.286,0.387022549
36,phonegap/phonegap-app-desktop,0.022567518,0.053389831,2282675.839,0.207917129
37,webpack/analyse,0.012793177,0.181818182,inf,0.13326226
38,HashNuke/mogo-chat,0.030258176,0,inf,1.31404475
39,lonelyplanet/rizzo,0.006805367,0.023879252,1137437.286,0.071521161
40,kiprotect/klaro,0.018760009,0.030789826,1454867.531,0.208419126
41,realdennis/md2pdf,0.016051364,0.092307692,inf,0.030497592
42,code-dot-org/code-dot-org,0.01358356,0.076923077,inf,0.309811174
43,Kilian/fromscratch,0.001489203,0.090236686,7046792.25,0.093075205
44,z-------------/CPod,0.033126661,0.075098814,420738.5152,0.345261293
45,firefox-devtools/profiler,0.006562277,0.05387289,4272916.238,0.065015588
46,30-seconds/30-seconds-web,0.009450009,0.044262295,795202.7667,0.077301077
47,whiteout-io/mail,0.018412977,0.120115774,3035861.75,0.750767207
48,BlocklyDuino/BlocklyDuino,0.012311272,0.195488722,inf,0.088018832
49,WebbyLab/itsquiz-wall,0.011984562,0.06626506,inf,0.078610603
50,nitrotasks/nitro,0.011705367,0.043916487,2213071.308,0.143414541
51,jeremyckahn/stylie,0.027927604,0.033043478,605721.8,2.252547045
52,tpiros/advanced-chat,0.087520259,0.113636364,inf,0.346839546
53,aholachek/bundle-wizard,0.034980566,0.188976378,inf,0.15991116
54,stayawayinesctec/stayaway-app,0.009169412,0.104166667,inf,0.034095967
55,jappix/jappix,0.021770758,0.429240862,2609508.948,0.753299795
56,pascalopitz/unoffical-sonos-controller-for-linux,0.011471145,0.202492212,inf,0.080416272
57,flackr/circ,0.044754172,0.180995475,3248914.481,0.246531552
58,cgrossde/Pullover,0.010848126,0.137254902,7530847.724,0.139381986
59,mithi/hexapod,0.009014675,0.14527845,303526.7857,0.049056604
60,teamxenox/caligator,0.01620162,0.064516129,13019797.43,0.160216022
61,18F/checklistomania,0.009036145,0.139344262,inf,0.064457831
62,artzub/GitHubVisualizer,0.019274226,0.46835443,903958,0.194603217
63,ttencate/jfxr,0.015264188,0.054945055,2141135,0.172994129
64,jsha/blocktogether,0.05952587,0.044041451,3491520.929,0.181692334
65,cleanflight/cleanflight-configurator,0.025677554,0.151565996,2128469.548,0.347116053
66,larvalabs/pullup,0.045370797,0.076124567,1523593.333,0.236987563
67,espruino/EspruinoWebIDE,0.055946149,0.18410596,4760924.389,0.894958794
68,nextcloud/text,0.004811478,0.078833693,3395254.075,0.036742192
69,loqui/im,0.145859969,0.227927928,4205859.752,2.167334821
70,perak/kitchen-site,0.054003724,0,3032953.296,0.327374302
71,project-serum/spl-token-wallet,0.013751311,0.084,1401489.714,0.103950589
72,NemProject/NanoWallet,0.024954257,0.134279476,2039730.067,0.101023864
73,hainguyents13/mechvibes,0.009950249,0.277777778,inf,0.180099502
74,moudy/agenda-ui,0.007434944,inf,inf,0.068773234
75,midudev/covid-vacuna,0.012058212,0.097421203,inf,0.051559252
76,twolfson/google-music-electron,0.006518905,0.054945055,2353823.5,0.152542373
77,pboyer/flood,0.054501801,0.106870229,inf,0.230492197
78,saviomartin/gradientking,0.012029289,0.022058824,inf,0.095711297
79,felixmariotto/Edelweiss,0.043076762,0.179794521,inf,0.34999213
80,cliss/camel,0.024883359,0.326086957,inf,0.239502333
81,madisvain/upcount,0.009233841,0.161434978,1733288.273,0.064137759
82,AmruthPillai/ResumeOnTheWeb-Gatsby,0.002534212,0.161764706,inf,0.015712114
83,percolatestudio/percolatestudio.com,0,0.038709677,321357.6842,0.021213407
84,ioBroker/ioBroker.vis,0.034764646,0.207180695,2119266.167,0.521733398
85,bjnortier/shapesmith,0.028780154,0.081481481,305869.4706,0.581385597
86,radekstepan/burnchart,0.026506024,0.078212291,inf,0.118416523
87,zaknelson/hike.io,0.027861295,0.045602606,4641605,0.309280417
88,meteorhacks/kadira,0.049907806,0.103644647,4149721.111,0.092071297
89,recall-photos/recall-app,0.000826446,0.010869565,inf,0.044628099
90,Capgemini/mesos-ui,0.021596606,0.169230769,739038.6,0.045892788
91,UWFlow/rmc,0.038740647,0.164765526,3110426.385,1.000631029
92,doxxx/ffxiv-craft-opt-web,0.028823529,0.068255688,3350719.143,0.186176471
93,kentcdodds/react-github-profile,0.006616257,0.109375,inf,0.029300567
94,krasnoukhov/helloworldquiz,0.030543331,inf,inf,1.261775086
95,imgbi/img.bi,0.021645022,0.162790698,483472.1667,0.118807119
96,chatwoot/chatwoot-mobile-app,0.010348753,0.285714286,1136302.333,0.048225189
97,Crowducate/crowducate-platform,0.025334957,0.028169014,25287.8,0.112302071
98,Vizzuality/gfw,0.010016256,0.166985853,3498496.069,0.112280587
99,ChrisCummins/chriscummins.github.io,0.042050904,0.077922078,inf,0.186892905
100,owncloud/tasks,0.019089473,0.042505593,3640659.481,0.189178054
101,irislib/iris-messenger,0.070364178,0.153460381,inf,0.50149015
102,divanov11/Mumble,0.010448481,0.239709443,264428.1266,0.037614531
103,creationix/tedit,0.027383367,0.043383948,inf,0.300033807
104,alichtman/deadbolt,0.020560748,0.056338028,2399713,0.054205607
105,vercel/swr-site,0.00390625,0.108527132,inf,0.0234375
106,mifi/SimpleInstaBot,0.013333333,inf,3076721.2,0.104
107,Temasys/getaroom,0.026342198,0.13253012,inf,0.433768189
108,raindropio/mobile,0.014216064,0.100543478,inf,0.137849628
109,KarlZhu-SE/ark-funds-monitor,0.011126565,0.215517241,inf,0.109874826
110,stackrole/gatsby-starter-foundation,0.002622951,0.052631579,inf,0.041311475
111,tinode/webapp,0.02728519,0.21440536,1350960.533,0.314995799
112,Siddharth11/iTunes-Remote,0.011152416,0.088235294,inf,0.076827757
113,DanRuta/xVA-Synth,0.038769821,0.127423823,inf,0.526833943
114,alphasights/ember-calendar,0.002205882,0.066350711,1984314.2,0.0375
115,processing/p5.js-website,0.027035951,0.111206159,1416268.312,0.199098802
116,brantje/nextnote,0.005358339,0.089108911,7676624.714,0.03683858
117,webcatalog/translatium-desktop,0.011605416,0.02173913,2835110.235,0.100580271
118,AR-js-org/studio,0.024464832,0.23628692,3672058.1,0.127217125
119,geobalas/Poker,0.030687831,0.076923077,inf,0.373544974
120,digitalbiblesociety/browserbible-3,0.036899321,0.131043257,inf,0.708343017
121,LeoAJ/react-iTunes-search,0.019316493,0.111111111,inf,0.037147103
122,okfn/dataexplorer,0.028834356,0.177777778,937732.4444,0.280674847
123,ros2/design,0.045097011,inf,inf,0.405873099
124,amejiarosario/meanshop,0.008522137,0.220930233,5443515,0.065890667
125,codio/iloveopensource,0.018023491,0.295597484,253439.3333,0.190968003
126,heartexlabs/label-studio-frontend,0.019209393,0.212681638,inf,0.167118244
127,llaske/sugarizer,0.033392013,0.105323631,4730145.418,0.372713747
128,owncloud-archive/documents,0.020131948,0.077586207,3610080.387,0.294334173
129,kothariji/SyntaxMeets,0.007301587,0.081632653,134824,0.044761905
130,mdaines/grammophone,0.00894683,0.051020408,inf,0.229550102
131,aullman/opentok-meet,0.004612546,0.099502488,98459.46154,0.111854244
132,IliasHad/makerlapse-app,0.018454441,0.024390244,inf,0.079584775
133,vote4hk/warsinhk,0.012154233,0.610972569,3069395.625,0.055155071
134,Esri/ago-assistant,0.020880108,0.209973753,4507495.313,0.361248316
135,ReactiveX/reactivex.github.io,0.015719491,0.02,3415286.6,0.109352984
136,joehoyle/vienna,0.010802224,0.04887218,inf,0.052104845
137,graham-walker/youtube-dl-react-viewer,0.014846808,0.05,inf,0.178566608
138,tower/tower.github.io,0.034066318,0.014492754,inf,1.325933682
139,calculist/calculist,0.024106401,0.083333333,4467407.889,0.236907731
140,klayveR/xenontrade,0.027168234,0.149350649,inf,0.150992685
141,OpenSprinkler/OpenSprinkler-App,0.029080592,0.14011602,9556357.714,0.382569377
142,ecaron/smart-nightlight-manager,0.018899859,0.032258065,inf,0.485190409
143,avalanche123/cassandra-web,0.053688525,inf,inf,1.203961749
144,metamaps/metamaps,0.023021713,0.228782288,3648074.13,0.20913646
145,codelitdev/courselit,0.008555392,0.140703518,7979757.444,0.054165986
146,carlelieser/Flixerr,0.018804378,0.080536913,2012631.2,0.159696885
147,simonv3/quick-survey,0.001635574,0.017857143,inf,0.008382315
148,jellyfin/jellyfin-expo,0.002493075,0.100591716,2858602.857,0.039612188
149,joaomgcd/JoinDesktop,0.050750981,0.172413793,inf,0.462977136
150,matomo-org/matomo-mobile-2,0.018160584,0.255574614,3614504.424,0.173372263
151,emuflight/EmuConfigurator,0.034561956,0.191304348,8893532.857,0.366327098
152,bhj/karaoke-forever,0.008371888,0.135021097,inf,0.107292355
153,dotsmesh/dotsmesh-web-app,0.071476385,0.078431373,inf,0.405206396
154,stimulant/ampm,0.082394216,0.100222717,4099281,1.489421646
155,tidepool-org/uploader,0.017028254,0.152877383,6408862.941,0.168282399
156,tbusser/jscc,0.007569721,0.14516129,inf,0.210358566
157,cleanflight/blackbox-log-viewer,0.045586446,0.07032967,inf,0.343910886
158,conda-forge/conda-forge.github.io,0.050595238,0.009036145,5944387.936,1.410909446
159,BrewCenter/OpenBrews,0.025876958,0.113475177,860884.5,1.59310047
160,treyhboy/Mint,0.021831883,0.114754098,6890623,1.636670915
161,reactjs/ar.reactjs.org,0.005686069,0.099401198,inf,0.038904684
162,kossnocorp/chirrapp,0.024367816,0.027027027,inf,0.083218391
163,jakubito/spotify-release-list,0.004403244,0.030651341,inf,0.062340672
164,Flowm/satvis,0.016323024,0.010273973,inf,0.099656357
165,thebinarypenguin/socket.io-chess,0.028504945,0.065789474,inf,0.351948807
166,coders4help/volunteer_planner,0.042007825,0.025641026,905770.8519,0.559895938
167,echofox-team/echofon-firefox-unofficial,0.025422339,inf,5706394.2,0.301623749
168,lukebarnard1/journal,0.006906077,0.055045872,8918327,0.031767956
169,cocopon/llumino-pwa,0.022703818,0.023529412,inf,0.049019608
170,redwoodjs/example-blog,0.002955083,0.037634409,inf,0.021867612
171,madou/armory-app,0.003973078,0.105699482,2867632.154,0.024757613
172,enlyth/GradientLab,0.01285347,inf,741527.6667,0.071979434
173,garage44/ca11,0.012557078,0.287128713,inf,0.185787671
174,cozy/cozy-calendar,0.064459272,0.149681529,5697428.296,0.259410802
175,intersystems-community/webterminal,0.040751641,0.35,3472238.889,0.258772923
176,mozillahispano/openwapp,0.033135598,0.173228346,5256057.957,0.308346815
177,runelite/runelite.net,0.028419053,0.083011583,2332061.143,0.121858562
178,nielsdejong/neodash,0.036207718,0.205128205,6076969.5,0.736700016
179,conveyal/modeify,0.003778087,0.062798635,762960.7733,0.036233325
180,EBISPOT/OLS,0.037272598,0.224489796,3442338.429,1.833854463
181,soler91/noita-together,0.014699878,0.121212121,1313481.909,0.158432013
182,elm-lang/debug.elm-lang.org,0.046018614,0.13986014,inf,0.538262668
183,pavben/WebIRC,0.025456292,0.13304721,inf,0.232708934
184,zendesk/linksf,0.017010936,0.111556446,4832727.813,0.07654921
185,mozilla/donate.mozilla.org,0.007628966,0.118255728,1587109.418,0.068418503
186,ypinskiy/GBF-Raiders,0.027880279,0.094444444,inf,0.273062731
187,nmrugg/UE4Launcher,0.042352941,0.123809524,inf,0.232418301
188,Dyalog/ride,0.02210061,0.188273616,4772691.517,0.300042096
189,merkle-open/generator-nitro,0.008744038,0.155746509,377138.3571,0.097774245
190,Say-Their-Name/say-their-names-web,0.004589788,0.224299065,104955.7778,0.026008797
191,lostdesign/linked,0.006548176,0.306818182,1604294.182,0.042095416
192,processing/p5.js-website-OLD,0.040278804,0.127366609,817000.4737,0.416433752
193,anandtrex/collabdraw,0.061177816,0.125,inf,0.256718125
194,liamzebedee/metric,0.037983877,0.113636364,909744.8,0.981334883
195,HITK-TECH-Community/Community-Website,0.012189055,0.148867314,287652.878,0.089925373
196,consindo/stormcloud,0.039473684,0.031746032,982994.8,0.321375372
197,codeforboston/finda,0.010265333,0.145833333,919004.3333,0.366942149
198,CodersTV/site,0.034887752,0.247058824,1183964.563,1.431611337
199,mattstauffer/pulledover,0.046055948,inf,inf,1.797064012
200,nanexcool/daistats,0.023099134,0.062686567,inf,0.045235804
201,neo4j-contrib/neo4j-org,0.289648683,0.162327718,1055064.636,1.074717691
202,lewisl9029/toc,0.176427695,0.079268293,568658.473,0.759968181
203,AngelGarcia13/DominicanWhoCodes,0.026622586,inf,inf,2.08952497
204,zoff-music/zoff,0.060822197,0.149727477,1888603.108,0.316494886
205,fgl27/SmartTwitchTV,0.055894437,0.036414195,511097.7391,0.281669509
206,BurkusCat/r6-operator-counters,0.042947779,0.227272727,298869.1,0.102489019
207,zero-to-mastery/mappypals,0.012603116,0.137614679,inf,0.063473877
208,matthiaaas/ftp,0.034607588,0.352941176,36564.2,0.109759629
209,megamsys/nilavu,0.041454377,0.104618285,3455261.685,0.458700015
210,chihacknight/chihacknight.org,0.022905457,0.109090909,1947584,0.63366641
211,GooBox/goobox-community-gui,0.009486084,0.1275,1640138.5,0.036276452
212,Courseography/courseography,0.018697244,0.145803357,2210714.03,0.336943696
213,badger-cash/badger,0.026291796,0.125584112,6314356.6,0.108125709
214,dicksonleong/Tweetian,0.026590693,0.082191781,inf,0.238999683
215,RelistenNet/relisten-web,0.018064911,0.080168776,inf,0.153398653
216,arcaneiceman/kraken-client,0.025486923,0.174757282,inf,0.124874791
217,umrum/umrum,0.031371532,0.01910828,4992684.8,0.227378792
218,TbLtzk/Centaurus,0.054103791,0.164179104,inf,0.465587045
219,artpi/SmartPi,0.007413509,0.025974026,inf,0.083196046
220,vankasteelj/opensubtitles-uploader,0.023656974,0.162436548,2313682.25,0.320354855
221,CarnetApp/CarnetElectron,0.03954015,0.20295203,6477746.4,0.343552227
222,adlnet/lrs-conformance-test-suite,0.016064585,0.180024661,982849.2667,0.071679034
223,TerraMap/terramap.github.io,0.002671699,0.104166667,inf,0.025974852
224,ist-dresden/composum-nodes,0.026275489,0.227191413,2000379.2,0.521392051
225,yearn/ygov-finance,0.024799874,0.039215686,inf,0.067336368
226,mappum/0x10code,0.035628743,0.136986301,inf,0.605838323
227,OpenRA/OpenRAWeb,0.050414481,inf,46822.7,0.594823211
228,Grasia/teem,0.016475845,0.131670132,3532785.016,0.11477241
229,vinitraj10/Django-React-Blog,0.029094828,inf,inf,0.030172414
230,mrtnzlml-archive/zlml.cz,0.016350556,0.04040404,inf,0.001635056
231,appcelerator-se/corporate-directory,0.020408163,0.195121951,inf,0.272594752
232,damianxd/homebridge-vera,0.049137284,0.183035714,608584.1053,0.172168042
233,0dataapp/0data,0.016284036,0.02266289,inf,0.05472504
234,saviomartin/codehouse,0.034119782,0.212550607,inf,0.094010889
235,ginatrapani/narrowthegap,0.000131148,0.466666667,inf,0.001868852
236,owncloud-archive/maps,0.021395898,0.113772455,5518387.176,0.422532094
237,gulpjs/gulpjs.github.io,0.006436042,0.035714286,inf,0.045856798
238,Dwyte/cipher-chat,0.019461078,0.242424242,inf,0.088822355
239,didoesdigital/typey-type,0.016717765,0.053750738,inf,0.131601782
240,rocky-linux/rockylinux.org,0.002873563,0.219730942,564537.7692,0.009698276
241,PastVu/pastvu,0.023142149,0.041476408,5724160.719,0.691577744
242,videojs/videojs.com,0.027262814,0.14159292,inf,0.019161863
243,cloudspokes/arena-web,0.022829582,0.187739464,2133388.621,1.301339764
244,victor-stone/dig-react,0.006741573,0.095679012,inf,0.079186731
245,Pustur/whatsapp-chat-parser-website,0.008137432,0.113924051,inf,0.067811935
246,u-wave/web,0.006253909,0.190298507,3250433.747,0.047866455
247,farmOS/farmOS-client,0.004742218,0.106992418,5636239.571,0.07891537
248,NLeRoy917/spottydata,0.021259199,0.146892655,2311033.2,0.676206051
249,allegro/selena,0.075919133,inf,inf,0.478205238
250,ezra-bible-app/ezra-bible-app,0.036816578,0.097060008,1143552.691,0.745508157
251,cozy/cozy-files,0.07147045,0.122073579,3471925.421,1.123065197
252,acss-io/acss-site,0.030456853,0.050847458,1200468,0.233502538
253,te-online/timemanager,0.059423218,0.015384615,1166892.571,0.581236223
254,sandanat/vue-pdf-app,0.016638032,0.028571429,1814859.4,1.345467612
255,chaijs/chaijs.github.io,0.034130256,0.08,inf,0.561995054
256,codeforamerica/city-analytics-dashboard,0.051772651,0.052631579,674669,0.070906021
257,omenking/swap-n-pop,0.031412842,0.095833333,1046022.921,0.474491511
258,codexa/firetext,0.038479499,0.143279173,2718085.826,0.380685533
259,media-centre/makenews,0.007837045,0.183403488,1476777.12,0.042844813
260,roelandp/hivewallet,0.045476337,0.086206897,inf,0.785631121
261,baruchiro/israeli-bank-scrapers-desktop,0.004350528,0.07591623,9849682,0.051895587
262,avinashkranjan/Recess,0.051751592,0.053435115,inf,0.045780255
263,atheme-legacy/iris,0.031701936,0.147208122,inf,0.34422747
264,InclineDigital/user-agent.io,0.014035088,0.225,inf,0.078362573
265,Cambalab/ns-vue-radio,0.006627393,0.057471264,1277883.917,0.058173785
266,Lambda-School-Labs/LabsPT1_bkwds,0.014694627,0.147001934,620116.4167,0.037348844
267,code4romania/covid-19-date-la-zi,0.001571709,0.139830508,502156.125,0.043222004
268,Proof-Of-Humanity/proof-of-humanity-web,0.002986348,0.548571429,958996.6667,0.055389647
269,rossengeorgiev/habitat-mobile-tracker,0.032533333,0.287531807,753365.5385,0.507333333
270,alphagov/spotlight,0.008722301,0.118320611,inf,0.068717586
271,NeurophysVis/SpectraVis,0.048869884,0.085,4939885.2,0.104459377
272,nt1m/media-player,0.013234516,0.138728324,2685053.143,0.154049762
273,dag10/DJ,0.020027816,0.079691517,5935282.364,1.317107093
274,neoxygen/graphgen,0.029596151,inf,inf,0.426228313
275,cydrobolt/scribeline,0.05320304,0.384615385,inf,0.193268187
276,strukturart/o.map,0.151642448,0.092485549,739003.5,0.789446612
277,eneiluj/cospend-nc,0.005715727,0.17745098,175705.5455,0.082205598
278,bencodrington/phanary,0.036983357,0.15862069,inf,3.356039782
279,sebastian-software/edge,0.014595581,0.071526823,inf,0.104196229
280,zroyer/juggle-and-drop,0.010595358,0.168674699,inf,0.040363269
281,reactjs/pl.reactjs.org,0.00568012,0.082677165,inf,0.038863976
282,temporalio/web,0.005462963,0.109467456,2236052.974,0.075925926
283,iorestoacasa-work/iorestoacasa.work,0.040345117,inf,inf,0.341239346
284,neomjs/covid-dashboard,0.008031088,0,inf,0.092746114
285,itsnitinr/driwwwle,0.012582057,0.096774194,9492.8,0.065919037
286,iamdarshshah/hacktoberfest-participants,0.002982107,0.516129032,inf,0.030815109
287,racker/gutsy,0.038942044,0.148959474,659093.5455,0.672618685
288,bbc/talexample,0.005424955,0.05,inf,0.043399638
289,paperjs/paperjs.org,0.02807643,0.0625,inf,0.762297365
290,LLK/scratchjr-website,0.01182244,0.090909091,3085171.455,0.02498327
291,MatthewLavine/NodeJS-Chat,0.04021144,0.075268817,inf,0.282235227
292,appirio-tech/topcoder-app,0.00889866,0.170673077,1561910.563,0.103015075
293,Plant-for-the-Planet-org/treecounter-app,0.016095797,0.200579815,3097821.406,0.067817477
294,newrelic/docs-website,0.011796181,0.126880846,1005861.078,0.053934087
295,mozilla/chatspaces,0.028436019,0.346820809,336139.8889,0.211916046
296,cheminfo/wikipedia,0.026317521,0.120879121,inf,0.45337164
297,alicedapp/AliceX,0.027917237,0.099337748,inf,0.050433592
298,basset/basset,0.008345193,0.428571429,659373.3846,0.048065726
299,StretchShop/StretchShop,0.024130245,0.146153846,7043572.333,0.299059986
300,actualbudget/actual,0.027957616,0.222222222,4206102.257,0.176056811
301,Reamd7/notion-zh_CN,0.002838221,0.075757576,inf,0.012204352
302,pot-app/pot-desktop,0.026864657,0.489361702,331626.2706,0.212990252
303,nolanlawson/fuite,0.150623441,0.882352941,3054334.25,0.220947631
304,dragonir/3d,0.087968305,0.036585366,inf,0.153704131
305,kkoomen/pointless,0.005354331,0.176470588,inf,0.114015748
306,chetannada/Namaste-React,0.009172909,0.12,inf,0.01758141
307,VideoTogether/VideoTogether,0.020919769,0.294871795,inf,0.346624279
308,adrianhajdin/project_music_player,0.002727273,0.288888889,inf,0.058181818
309,lyfe00011/whatsapp-bot-md,0.013815335,0.723404255,561013.8077,0.189960857
310,CloudWise-OpenSource/FlyFish,,0.0625,2379123.381,
311,avinash201199/Competitions-and-Programs-List,0.003270646,0.054054054,1423332.083,0.012264922
312,illustrated-machine-learning/illustrated-machine-learning.github.io,0.003573981,0.155555556,inf,0.020729092
313,keldenl/gpt-llama.cpp,0.041404612,0.273972603,238096.5,0.159853249
314,EyuCoder/chatgpt-clone,0.006451613,0.092307692,817416.4444,0.067741935
315,gamer-ai/eletypes-frontend,0.011003071,0.260273973,inf,0.081883316
316,cocktailpeanut/breadboard,0.046783626,0.310810811,924615.1429,0.222222222
317,revenz/Fenrus,0.036097109,0.274193548,3616268.333,0.272003013
318,mafiosnik777/enhancr,0.130248092,0.356164384,46489,0.260138359
319,jvdutrag/open-source-rpg,0.003474416,0.023809524,inf,0.046746684
320,idurar/starter-antd-admin-crud-auth-mern,0.015444734,0.176470588,inf,0.05433569
321,titaniumnetwork-dev/Ultraviolet,0.008383874,0.215686275,1440384.526,0.172136996
322,benbrown/shuttlecraft,0.018014956,0.295081967,484808.25,0.199864038
323,lucahammer/fedifinder,0.047523762,0.275362319,519794.6667,0.24162081
324,badlogic/heissepreise,0.027956004,0.146666667,226063.0714,0.254048274
325,iprodanovbg/homeassistant-desktop,0.008810573,0.450980392,1844797.714,0.232011747
326,dynamicweb/swiffy-slider,0.030864198,0.176470588,352318.05,0.274691358
327,tenpages/us-level,0.004039238,0.24137931,inf,0.042700519
328,OpenAsar/arrpc,0.035608309,0.090909091,170709.8,0.286350148
329,wenhaomin/ChatGPT-PromptGenius,0.066657622,0.128571429,inf,1.480350925
330,easonwong-de/Adaptive-Tab-Bar-Colour,0.051439069,0.029850746,3537782.294,0.276178812
331,arduino/lab-micropython-editor,0.094150902,0.188235294,1090469.1,0.347684279
332,rstudio/shinyuieditor,0.018518519,0.230769231,2345780.727,0.046296296
333,dataplane-app/dataplane,0.007576279,0.196721311,848044.9167,0.091741855
334,ericdiviney/react-handbook,0.001962923,0.138888889,inf,0.027044711
335,artgenexyz/webflow-nft-components,0.01531589,0.526315789,966473.1111,0.139119336
336,Tairraos/TikDown,0.013221154,0.102040816,inf,0.09375
337,Clueless-Community/first-contribution,0.001414427,0.043478261,41716.69231,0.00404122
338,zach-hopkins/create-t3svelte-app,0.036247335,0.193548387,147122.3333,0.168443497
339,OSSPhilippines/philippines-travel-level-map,0.005340454,0.333333333,inf,0.010680908
340,LunarVim/lunarvim.org,0.009379509,0.258064516,2190267.25,0.038961039
341,foyzulkarim/mern-video-streaming,0.00670466,0.039215686,inf,0.037546095
342,Shopify/shopify-app-examples,0.007604563,0.172839506,inf,0.065272497
343,amupedia2021/Project-Amupedia,0.011241146,0.089285714,1277088.093,0.025562057
344,socketsupply/create-socket-app,0.009090909,0.2,1700501.111,0.134848485
345,bytemakers/Noteslify,0.030421982,0.206349206,765009.5227,0.04828263
346,R2Northstar/NorthstarMasterServer,0.023338407,0.355263158,inf,0.194824962
347,tdjsnelling/sqtracker,0.010377032,0.329113924,1226469.6,0.098927707
348,fjwillemsen/NativeOverleaf,0.050029429,0.147540984,1110918.4,0.270158917
349,immortalwrt/homeproxy,0.072072072,0.235294118,inf,0.230630631
350,joshcawthorne/LunaDesk,0.026874358,0.076923077,inf,0.033892503
351,MonalikaPatnaik/UMatter,0.021482485,0.231707317,306961.2244,0.024579059
352,ckalgos/fut-trade-enhancer,0.005824112,0.490196078,3319250.464,0.114298195
353,Project-And-Factory/BlurLyric,0.020582493,0.104477612,1072500,0.107630979
354,acikyazilimagi/deprem-io-backend,0.020182292,0.5,27083.7,0.1328125
355,alphabit-technology/erpnext-restaurant,0.010764459,0.046875,inf,0.175697865
356,Kanika637/amazon-clone,0.022771318,0.052631579,614936.5,0.022286822
357,Meta3D-Technology/Meta3D,0.136837397,0.375,inf,0.165138299
358,Akshima-Ghai/OneEducationalWebsiteForAll,0.006671268,0.029411765,416701.7,0.045088567
359,Daksh777/TakeABreak,0.153010859,0.035714286,925189.3182,0.310957552
360,harshmangalam/hydrogen-solidjs-client,0.007462687,0.292134831,329459.125,0.014684641
361,small-tech/nodekit,0.045508274,0.168831169,inf,0.115543735
362,neesjanvaneck/VOSviewer-Online,0.004576256,0.375,1588864.308,0.148728329
363,GregVido/mica-electron,0.002493766,0.53125,1571285.143,0.139650873
364,Stoccoin-Official/Stoccoin-Website,0.004424779,0.23880597,2220872.789,0.027433628
365,dappnetbby/dappnet,0.087495919,0.129032258,3160214,0.122755468
366,UBA-GCOEN/StichHub,0.029020304,0.118644068,263456.75,0.034709536
367,davunt/app-eraser,0.015363128,0.095238095,inf,0.060055866
368,sudojia/scripts,0.002739726,0.01754386,inf,0.268493151
369,shi-yan/Epiphany,0.04257149,0.273972603,inf,0.232423135
370,OrbisWeb3/orbis-sdk,0.03976765,0.117647059,inf,0.179624665
371,StreamAble-Team/StreamAble-app,0.023952096,0.275862069,40278.8,0.030425635
372,rohansx/informatician,0.00930874,0.313253012,116161.8345,0.026202379
