index,repo_name,code-smells_ncloc,bug-fix-commits_ratio,avg_bug-issue_time,cognitive-complexity_ncloc,any-type-count_ncloc
324,analogjs/analog,0.006187162,0.490196078,2369865,0.052148934,0.008065407
325,Mirrorful/mirrorful,0.00489727,0.352941176,444048.1538,0.040135097,0
326,expo/router,0.011439077,0.549019608,1770880.148,0.08722296,0.009396384
327,silverbulletmd/silverbullet,0.017752182,0.121212121,1621840.372,0.137861426,0.017217835
328,chronark/highstorm,0.024760383,0.28,inf,0.038909174,0.000798722
329,figment-networks/learn-web3-dapp,0.020406973,0.363636364,724062.2308,0.069033876,0.003031893
330,cybersecsi/houdini,0.00762066,0.342105263,inf,0.059271804,0
331,kubero-dev/kubero,0.015302663,0.230769231,547365.6818,0.058692494,0.009975787
332,opengs/uashield,0.005668016,0.272727273,780405.3158,0.055060729,0
333,Shelf-nu/shelf.nu,0.003677491,0.178082192,787793.8421,0.04621149,0.00041632
334,jeremyckahn/chitchatter,0.001361239,0.337662338,2415254.8,0.066020078,0.001531394
335,vriteio/vrite,0.008006074,0.569444444,inf,0.083063013,0.001828974
336,aeharding/voyager,0.005026848,0.101449275,192427.7705,0.076545185,0
337,KnowledgeCanvas/knowledge,0.009184641,0.169230769,3452303.938,0.102097653,0.01742119
338,getstation/desktop-app,0.023521043,0.4,4590857.543,0.053206876,0.022572614
339,upupming/new-grad-positions,0.000823723,0.140350877,inf,0.032125206,0.001647446
340,42atomys/stud42,0.005691581,0.605263158,2430898.043,0.041022337,0.001718213
341,clerkinc/t3-turbo-and-clerk,0.01598579,0.130434783,763125.56,0.030195382,0
342,remix-run/indie-stack,0.000737463,0.27027027,3277917.716,0.066371681,0
343,deiucanta/chatpad,0.006369427,0.181818182,inf,0.070859873,0.005573248
344,stonith404/pingvin-share,0.003871195,0.484375,856074.5893,0.040999472,0.000791835
345,Kuingsmile/PicList,0.007153022,0.326923077,116076.76,0.129091454,0.013781739
346,dyrector-io/dyrectorio,0.007279106,0.553571429,1409360.375,0.069645522,0.004173892
347,bamlab/flashlight,0.006569343,0.522727273,4446721.813,0.055036496,0.000291971
348,skynexui/components,0.007594937,0.457142857,inf,0.024050633,0
349,juliusmarminge/acme-corp,0.006620168,0.386363636,656506,0.028608583,0
350,revoltchat/desktop,0.004854369,0.40625,5146614.576,0.182038835,0.007281553
351,dust-tt/dust,0.009163301,0.302325581,1141536,0.106835327,0.002000305
352,leerob/on-demand-isr,0.005836576,0.2,875097.6283,0.013618677,0.009727626
353,OrJDev/create-jd-app,0.004897959,0.303030303,1017637.545,0.099591837,0
354,vendetta-mod/Vendetta,0.018287244,0.175824176,748140.75,0.136931311,0.037912578
355,nocode-js/sequential-workflow-designer,0.003912363,0.109375,1003953.5,0.06885759,0
356,cosmograph-org/cosmos,0.002656042,0.085365854,279381,0.035856574,0
357,langchain-ai/auto-evaluator,0.01003192,0.222222222,131440.6667,0.040127679,0.003191974
358,Memmy-App/memmy,0.004305898,0.446153846,181808.558,0.047454586,0.005427226
359,burhan-syed/troddit,0.034581624,0.279069767,2387985.433,0.189449076,0.01010101
360,divriots/jampack,0.01598063,0.216216216,inf,0.179661017,0.003874092
361,antvis/G6VP,0.010013698,0.486111111,1279666.167,0.057909404,0.035378584
362,hadmean/hadmean,0.002350378,0.15,inf,0.022261714,0.001127417
363,mirror-xyz/degen,0.003367989,0.214285714,inf,0.032947723,0.001171475
364,FightingDesign/fighting-design,0.005765746,0.246575342,2365499.25,0.043490198,0
365,diego3g/rsxp-2023,0.005930319,0.142857143,inf,0.030392884,0
366,mui/mui-toolpad,0.007568816,0.073170732,1651020.879,0.093494801,0.0088834
367,wslyvh/nexth,0.007103825,0.1,inf,0.071584699,0.002185792
368,mdSilo/mdSilo-app,0.014060422,0.116666667,3368098.167,0.118753563,0
369,nombersDev/casemove,0.011632864,0.232142857,1314238.846,0.095133687,0.009988428
370,adrianhajdin/project_nextjs13_flexibble,0.00967118,0.12371134,148754.4,0.03997421,0.001289491
371,benallfree/pockethost,0.019613948,0.348484848,8134350.821,0.089352428,0.011986301
372,pingcap/ossinsight-lite,0.013688213,0.588235294,786189.5455,0.087642586,0.015589354
373,mantou132/nesbox,0.009726306,0.011494253,904460.8333,0.097602352,0.003392898
374,remix-run/grunge-stack,0,0.302325581,4421491.692,0.060965954,0.001583531
375,premAI-io/prem-app,0.010486322,0.328358209,425210.8235,0.028115502,0.000455927
376,kiliman/remix-typedjson,0.01459854,0.064516129,775449.4,0.125547445,0.008759124
377,liaoliao666/v2ex,0.004431315,0.313953488,inf,0.060427018,0.00537129
378,gemworks/gem-farm,0.005521972,0.305084746,880026.4348,0.023250407,0.004185073
379,jycouet/kitql,0.01369863,0.258064516,1450857.385,0.123776908,0
380,mlomb/chat-analytics,0.024137931,0.149425287,1250447.615,0.131034483,0.020689655
381,Dun-sin/Code-Magic,0.01060487,0.512820513,333463.3824,0.079732914,0
382,pheralb/slug,0.008815427,0.042857143,inf,0.035261708,0
383,denoland/showcase_chat,0.010075567,0.348484848,4195520.6,0.041981528,0
384,AlexandroMtzG/remix-page-blocks,0.008421986,0.119047619,inf,0.072251773,0.001551418
385,priyankarpal/ProjectsHut,0.017910448,0.7,30123.11111,0.042985075,0.004179104
386,MananTank/cybertype,0.00530504,0.2,inf,0.095490716,0
387,calcom/synclinear.com,0.007157464,0.179775281,2523626.214,0.158486708,0.002862986
388,harlan-zw/nuxt-delay-hydration,0.014380531,0.5,4108051.071,0.117256637,0.001106195
389,FuelLabs/swayswap,0.005050505,0.578313253,729269.3556,0.038655789,0
390,jbilcke/latent-browser,0.01217765,0.369565217,inf,0.022206304,0.004297994
391,nrwl/monorepo.tools,0.000653595,0.191489362,inf,0.003485839,0.000653595
392,noahflk/railtrack,0.002821538,0.073529412,260506,0.056901011,0
393,danloh/mdSilo-web,0.010221274,0.14893617,inf,0.087610918,0
394,skillrecordings/products,0.007686309,0.269230769,2172923.364,0.045338086,0.142141027
395,FrontendMasters/remix-fundamentals,0.004403297,0.195652174,inf,0.065898912,0
396,tastejs/angular-movies,0.005419548,0.322580645,inf,0.034199215,0.009530929
397,zerforschung/schnelltesttest.de,0.010861694,0.177777778,inf,0.085445329,0.000724113
